date,state,district,pincode,bio_age_5_17,bio_age_17_
04-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04652,150,96
09-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04707,28,23
25-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04712,4,4
06-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04658,3,2
13-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04662,4,4
14-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04665,3,3
01-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04685,6,5
27-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04674,26,12
01-03-2025,Maharashtra,Solapur,SAMPLE_PIN_04695,107,148
17-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04691,7,4
04-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04704,40,10
07-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04695,7,23
02-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04680,55,39
20-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04675,0,4
14-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04709,0,1
25-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04667,29,16
15-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04672,32,3
14-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04671,1,0
29-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04661,1,19
09-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04703,52,34
10-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04692,12,8
11-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04674,4,22
09-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04712,14,7
02-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04675,14,14
27-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04710,7,5
19-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04675,47,29
05-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04710,0,1
18-11-2025,Maharashtra,Solapur,SAMPLE_PIN_04713,7,4
01-03-2025,Maharashtra,Solapur,SAMPLE_PIN_04692,175,248
03-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04658,23,36
01-12-2025,Maharashtra,Solapur,SAMPLE_PIN_04703,21,15
19-09-2025,Maharashtra,Solapur,SAMPLE_PIN_04683,92,9
19-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04726,6,6
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,0,1
10-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04752,11,9
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04754,10,15
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,3,3
03-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04761,1,4
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04733,2,4
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04722,119,119
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,283,395
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02478,2,3
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03830,1,4
07-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,1,0
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04783,5,3
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,0,6
15-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,1,2
04-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,17,14
08-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04737,0,1
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04732,1,4
07-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04721,1,0
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,4,5
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04783,3,3
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,1,0
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04780,1,0
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,2,0
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,14,24
01-07-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04770,164,232
03-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02470,0,3
14-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03830,2,2
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,1,1
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03830,84,108
10-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,4,11
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04718,19,6
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04762,1,3
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02478,1,4
13-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04751,6,10
25-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03862,6,3
11-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04741,1,2
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,4,3
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,4,6
08-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04769,18,15
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04724,4,7
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04742,13,21
06-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,9,14
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,6,3
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,1,2
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04782,5,2
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04738,111,149
07-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,0,1
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,29,54
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04731,8,8
15-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04744,9,15
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,0,3
11-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,1,2
09-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04765,4,3
10-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04782,1,4
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04755,17,28
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02470,0,1
18-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,2,2
16-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04750,1,0
15-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04722,1,6
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04750,6,5
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03884,36,65
04-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02507,0,2
26-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04752,9,4
08-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04772,5,2
19-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,8,9
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04743,15,6
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,124,97
14-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,6,1
19-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02521,1,1
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04760,4,9
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04733,0,1
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,1,4
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04739,24,16
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02461,1,1
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02495,7,4
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04776,0,1
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04777,1,4
08-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,1,5
19-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,2,1
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04755,4,8
25-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04742,17,12
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04734,3,3
19-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04759,0,2
01-07-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,50,73
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04760,6,2
13-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,0,3
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,102,149
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,2,3
14-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,3,1
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03830,2,0
09-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02462,4,0
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04719,0,1
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,5,12
15-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02462,1,4
29-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04768,1,0
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,2,1
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,79,74
17-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04777,4,0
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_06295,0,1
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,2,3
29-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04778,1,1
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,2,4
04-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04763,1,0
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02461,1,0
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04761,1,15
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04761,15,3
14-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,1,0
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,136,113
16-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04739,9,6
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04727,15,18
14-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,2,7
04-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04723,11,13
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04716,14,7
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,4,3
09-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04731,7,5
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04765,8,4
10-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04770,8,3
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,11,9
15-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04778,0,2
12-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04736,28,15
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03802,23,20
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,1,5
04-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04738,2,4
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04755,199,259
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04719,2,3
01-07-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04720,529,513
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,5,1
01-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04752,18,5
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04742,2,1
12-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,12,4
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03878,0,3
16-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,1,6
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04761,6,24
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04747,1,1
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04744,16,23
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02478,2,0
27-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04760,1,1
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04756,375,198
14-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04765,1,0
10-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04733,7,6
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04740,2,2
03-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04746,15,19
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,13,21
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02507,0,3
12-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,5,9
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04717,19,21
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04770,3,7
06-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03862,3,5
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,196,251
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04726,105,154
19-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04731,13,5
09-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,1,1
13-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04734,4,3
04-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04764,2,3
19-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04729,7,9
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03862,9,15
18-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04717,2,0
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,0,2
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03862,8,14
04-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04739,11,13
11-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04774,3,2
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,4,3
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04772,38,102
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04766,0,1
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02507,1,2
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04747,0,1
01-07-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,108,160
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04774,1,0
04-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,5,6
01-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02521,1,2
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04727,8,21
08-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04720,6,8
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02461,1,1
18-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04721,3,4
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04736,13,13
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,2,2
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,0,1
16-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04736,11,16
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,2,4
12-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,9,11
09-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04716,11,4
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02521,1,3
06-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02521,0,1
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,1,3
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04758,31,29
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,2,0
18-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03884,20,34
17-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04728,1,0
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,16,11
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,6,4
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04775,8,9
16-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04752,0,2
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04782,3,5
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04783,9,9
15-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04769,18,22
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02478,7,5
15-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04729,4,19
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04776,4,13
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,6,13
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04736,8,15
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04751,197,158
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04762,31,52
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04785,181,224
08-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04786,0,1
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04755,5,6
25-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02494,0,1
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,3,0
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02507,20,39
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04727,20,14
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04730,8,14
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04772,2,7
13-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04728,2,0
18-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,4,22
26-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03862,8,7
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04759,5,4
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04716,7,11
13-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04776,3,8
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,9,2
15-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04719,10,7
18-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04750,1,1
09-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03802,13,17
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04755,18,20
18-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04716,6,3
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04737,63,83
06-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04754,2,4
06-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04783,4,2
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04742,19,19
10-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,2,6
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02521,3,1
26-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04726,17,19
14-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04738,0,2
18-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04727,15,23
08-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,2,4
19-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,1,0
15-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04762,1,0
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,32,54
13-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04731,12,8
12-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04751,9,6
11-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04745,0,1
11-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04754,4,10
13-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,1,9
15-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04759,2,1
19-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04724,3,5
18-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04745,2,0
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02495,0,1
07-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04716,1,11
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02481,7,21
01-07-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04763,14,39
20-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04756,5,4
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04737,15,10
13-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04744,7,8
15-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04744,11,22
09-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,2,0
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04776,3,8
10-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04773,4,11
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04750,25,61
04-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04721,0,2
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04729,11,17
25-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04783,14,12
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04735,9,7
16-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04786,2,0
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04718,29,17
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04732,3,14
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,3,2
09-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04746,18,20
01-04-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04746,225,346
13-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04735,0,1
04-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04741,0,1
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04739,21,19
03-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04753,10,2
29-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04774,1,1
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04757,1,1
17-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_06463,1,0
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04718,29,27
01-06-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04746,309,373
03-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04715,30,28
02-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04734,7,5
01-05-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04761,140,149
15-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04722,2,1
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04727,9,21
13-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02470,0,1
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04725,4,5
29-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,2,3
11-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03878,1,1
19-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04774,2,0
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04760,3,1
15-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04781,1,3
07-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02495,1,11
14-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04768,1,2
19-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02494,2,1
26-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04771,3,8
06-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04750,2,2
10-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03878,1,0
09-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03884,17,33
02-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04742,11,18
14-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04751,1,3
15-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04763,0,2
16-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03830,2,3
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04758,4,5
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_02507,0,1
09-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04779,0,1
28-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04767,0,1
17-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04720,4,9
12-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04759,4,6
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04741,1,0
01-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04766,0,1
05-12-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04752,9,8
19-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_03802,38,42
01-03-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04739,210,266
05-09-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04776,3,13
08-11-2025,West Bengal,South 24 Parganas,SAMPLE_PIN_04719,5,17
09-09-2025,Gujarat,Surat,SAMPLE_PIN_04815,10,9
19-09-2025,Gujarat,Surat,SAMPLE_PIN_04852,5,3
04-09-2025,Gujarat,Surat,SAMPLE_PIN_04806,1,3
09-11-2025,Gujarat,Surat,SAMPLE_PIN_04813,6,7
06-09-2025,Gujarat,Surat,SAMPLE_PIN_04843,1,0
25-11-2025,Gujarat,Surat,SAMPLE_PIN_04821,20,24
07-11-2025,Gujarat,Surat,SAMPLE_PIN_04791,160,94
11-09-2025,Gujarat,Surat,SAMPLE_PIN_04811,2,8
