date,state,district,pincode,demo_age_5_17,demo_age_17_
20-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04463,0,1
12-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04447,2,75
15-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04458,1,19
15-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04485,0,92
16-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04475,1,10
27-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_06722,0,1
25-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04488,0,1
23-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04465,0,2
10-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04436,2,21
16-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04456,0,51
14-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04494,0,11
06-09-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04448,5,26
25-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04457,0,1
18-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04463,0,4
24-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04490,1,1
29-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04487,0,32
10-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04436,2,21
14-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04497,1,2
17-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04495,2,8
31-10-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04447,1,84
13-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04434,0,26
08-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04485,0,7
21-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04464,1,4
10-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04496,0,3
16-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_06456,0,5
26-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04488,0,6
20-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04502,0,3
20-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04471,0,1
03-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_06452,0,9
11-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04437,0,169
28-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04448,2,10
10-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04490,0,5
16-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04492,1,3
11-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04502,0,6
07-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04451,0,1
30-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04438,0,2
08-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04489,0,2
14-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04437,0,2
08-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04473,0,14
03-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04474,0,12
26-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04493,1,0
29-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04467,1,22
04-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04474,0,21
06-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04500,0,8
28-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04467,2,36
20-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04467,0,4
18-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04497,0,1
03-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04465,0,9
20-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04484,0,7
30-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04452,0,16
15-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04495,2,12
29-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04436,5,14
08-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04466,1,7
03-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04485,1,11
10-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04488,0,3
19-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04500,0,6
14-09-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04499,0,3
15-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04465,0,52
18-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04444,0,4
14-09-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04447,0,6
06-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04454,6,20
11-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04471,0,2
31-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04463,2,4
30-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04486,1,5
25-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04476,0,1
12-11-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04456,1,41
26-10-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04464,1,75
12-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04495,0,80
24-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04455,7,39
27-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04468,0,18
23-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04494,0,5
12-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04445,0,7
06-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04479,0,70
20-12-2025,Chhattisgarh,Raigarh,SAMPLE_PIN_04478,5,42
06-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04490,0,4
09-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_06452,0,5
27-10-2025,Maharashtra,Raigarh,SAMPLE_PIN_04489,0,1
12-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04440,0,1
11-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04873,0,3
26-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04497,0,13
16-12-2025,Maharashtra,Raigarh,SAMPLE_PIN_04465,0,8
10-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_04873,0,3
26-11-2025,Maharashtra,Raigarh,SAMPLE_PIN_06456,1,0
02-09-2025,Maharashtra,Raigarh,SAMPLE_PIN_04466,0,1
27-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,0,9
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,1,12
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,0,10
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04541,5,8
04-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04558,0,4
18-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04582,0,2
02-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04589,3,12
01-03-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,19,551
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04583,1,3
02-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,0,5
09-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04582,4,17
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04561,3,5
11-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,0,9
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,0,9
20-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04567,0,9
21-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04509,2,8
14-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04583,3,1
01-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04589,0,2
24-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04513,3,12
02-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04586,0,7
26-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04520,1,6
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,2,10
12-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04511,1,8
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,1,3
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04580,1,10
02-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04560,2,24
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,1,9
13-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04534,7,20
12-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04545,0,11
19-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04565,0,1
02-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,1,5
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,5,32
12-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04567,5,15
08-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,0,14
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,3,27
14-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,0,5
04-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04550,1,8
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04551,3,18
03-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04552,3,4
14-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04522,3,20
18-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04558,0,4
12-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04519,4,6
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04558,1,1
07-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04578,1,15
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04523,3,3
14-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04514,0,5
28-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04511,0,9
27-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04579,0,7
09-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,1,5
01-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,2,25
21-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04510,0,5
11-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04523,1,3
06-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,2,7
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_06458,5,6
02-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04541,1,15
01-03-2025,Tamil Nadu,Salem,SAMPLE_PIN_04551,29,450
06-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04569,2,14
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04580,7,21
26-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,0,8
01-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,6,26
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04507,1,15
03-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04515,6,14
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04569,3,15
29-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04526,2,18
29-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_06458,6,8
11-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04579,1,6
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,0,12
01-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04559,5,15
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,2,10
15-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,0,3
07-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,1,25
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,1,5
20-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,0,6
13-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04590,3,7
28-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04568,4,12
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04544,2,1
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,1,5
06-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,5,9
02-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04536,1,10
26-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04512,1,6
18-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04519,1,1
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04588,0,1
07-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,2,13
19-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04588,0,4
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04552,3,8
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04528,0,3
19-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04576,0,7
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04573,0,18
31-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04513,1,9
21-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,0,7
07-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04549,1,4
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04503,0,2
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04507,2,12
28-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04580,4,27
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04578,1,14
05-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_06457,0,2
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04574,6,18
09-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04519,1,1
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04537,2,14
19-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04529,1,7
10-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,2,11
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04504,0,19
30-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04580,4,17
14-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,0,1
02-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04538,1,0
16-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04537,2,9
06-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04503,0,3
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04525,0,2
26-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04505,1,5
20-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04574,5,7
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,4,12
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04576,1,5
14-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04534,6,30
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04544,0,1
17-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04561,1,17
13-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04522,4,12
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04508,0,7
01-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04545,0,8
18-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,0,2
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04549,3,5
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04529,1,7
12-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04516,0,19
14-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04551,4,18
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04503,1,4
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04509,0,8
07-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04540,0,2
11-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04571,0,8
06-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04520,2,11
05-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,0,5
31-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,3,30
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04525,2,9
15-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04503,2,3
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04520,1,6
01-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04543,2,8
06-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04568,2,5
01-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,2,25
27-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,3,42
30-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04507,2,25
11-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,0,9
16-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04547,0,8
24-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04530,3,7
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,0,2
11-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04534,15,24
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04523,1,4
21-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,0,4
29-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04577,2,4
26-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04557,0,1
01-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04547,0,8
25-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04540,1,1
21-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04573,2,11
13-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,0,3
19-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04587,0,4
26-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,2,7
07-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04590,0,1
15-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04508,2,5
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,3,14
13-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04588,0,1
28-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,4,15
11-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,1,30
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04571,1,5
12-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04517,2,2
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,3,37
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,4,17
01-03-2025,Tamil Nadu,Salem,SAMPLE_PIN_04520,21,160
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04515,4,19
03-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04522,5,20
04-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,3,6
19-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,3,20
28-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04566,1,11
16-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04544,0,3
07-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04563,1,7
25-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04557,1,3
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04514,0,1
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04571,3,2
17-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,1,4
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04568,0,10
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04537,1,8
11-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04526,4,14
13-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04552,5,12
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04532,1,11
13-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04520,0,6
08-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,1,8
27-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,5,53
04-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04557,0,5
29-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04509,12,19
10-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_06458,2,16
03-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04541,1,8
31-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04563,2,6
24-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,0,12
02-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04576,2,8
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04581,0,3
10-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,1,11
27-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04577,1,4
04-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04540,1,4
07-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04509,0,1
11-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,1,17
28-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,0,10
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04507,2,12
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04531,1,2
27-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,2,33
03-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04539,2,17
07-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04573,5,13
29-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04582,0,12
06-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04566,4,9
02-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04546,0,2
26-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04507,8,15
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,5,15
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04545,2,13
25-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04538,1,0
07-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04540,0,3
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04506,1,6
01-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,5,12
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,1,5
28-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04581,2,5
28-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04554,4,8
20-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04509,0,10
09-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04504,1,10
08-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04544,1,4
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,1,5
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04571,0,3
13-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04554,2,6
23-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04555,1,4
18-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04534,3,32
21-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04542,1,6
22-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04578,0,8
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04538,0,3
30-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04573,1,9
25-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04518,4,14
19-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04553,1,4
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04558,0,4
19-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,9,20
25-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04586,0,8
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04566,2,3
06-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04525,3,8
03-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04535,5,7
28-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04570,4,19
14-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04510,6,5
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04568,2,7
16-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04535,1,3
20-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04535,3,10
27-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04545,1,4
04-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04548,3,9
15-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04574,1,21
15-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04564,6,8
03-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04587,1,2
08-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04589,2,4
09-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04588,2,6
12-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04589,1,9
04-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04558,2,3
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04579,0,1
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04513,4,11
04-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04533,0,5
22-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04527,0,1
05-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04529,0,2
27-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04511,0,10
28-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04563,1,6
16-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04564,3,18
08-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04565,1,2
28-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04547,1,2
18-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04526,0,1
25-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04589,1,1
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04581,1,5
24-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04531,0,1
14-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04564,0,2
12-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04567,4,13
17-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04579,6,7
09-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04526,0,11
27-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,1,17
22-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04579,0,2
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04537,1,3
01-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04574,2,27
15-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04554,2,11
01-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04524,5,30
14-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04590,0,4
26-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04508,1,11
08-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04586,0,8
15-10-2025,Tamil Nadu,Salem,SAMPLE_PIN_04572,4,5
05-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04587,0,3
17-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04575,3,14
03-11-2025,Tamil Nadu,Salem,SAMPLE_PIN_04590,1,12
04-09-2025,Tamil Nadu,Salem,SAMPLE_PIN_04550,2,3
28-12-2025,Tamil Nadu,Salem,SAMPLE_PIN_04525,1,8
